serid,type,time
1.3.12.2.1107.5.1.4.67176.30000016082200214719700089958,LungLeaf-PostProcessingAndDetection,16.35153
1.3.12.2.1107.5.1.4.67176.30000016082200214719700089958,LungSeg-StageOneLungSegPrediction,0.12681
1.3.12.2.1107.5.1.4.67176.30000016082200214719700089958,LungSeg-LungSegPrediction,0.05410
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,Preprocess-Python,31.91268
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,Detection-PrepareLoader,0.00037
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,Preprocess-Cpp,40.53964
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,Detection-GeneratePatches,6.46808
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,Detection-SplitPatches,0.00046
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,Preprocess-Python,20.89066
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,Detection-PrepareLoader,0.00023
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,Detection-GeneratePatches,4.25944
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,Detection-SplitPatches,0.00036
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,Preprocess-Cpp,39.09023
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,Preprocess-Python,15.05583
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,Detection-PrepareLoader,0.00019
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,Detection-GeneratePatches,4.19416
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,Detection-SplitPatches,0.00033
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,Detection-2ModelPredict,188.37258
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,Detection-2ModelGetPbb,1.70745
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,Detection-Concat,0.00040
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,Detection-Dbscan,7.33919
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,Detection-Relocate,0.00216
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,PostProcess-AirwayModel,0.74371
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,PostProcess-FpAreaCheck,0.00065
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,PostProcess-FpAreaCheck,0.00182
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,PostProcess-FpAreaCheck,0.00132
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,PostProcess-NoduleSegmentation,8.11685
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,PostProcess-DensityClassification,3.42640
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,PostProcess-MaliClassification,4.13082
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,LungLeaf-FissurePreproc,1.35763
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,LungLeaf-FissureSegmentation-SlidingWindow,5.88536
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,LungLeaf-FissureSegmentation-PatchPrediction,46.10617
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,LungLeaf-FissureSegmentation-MergeResult,0.13270
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,LungLeaf-FissureSegmentation,1.35763
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,Detection-2ModelPredict,251.62785
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,Detection-2ModelGetPbb,2.02599
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,Detection-Concat,0.00039
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,LungLeaf-PostProcessingAndDetection,14.02865
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,LungSeg-StageOneLungSegPrediction,0.09070
1.3.12.2.1107.5.1.4.67176.30000016083023492307100038521,LungSeg-LungSegPrediction,0.01947
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,Detection-Dbscan,4.54216
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,Detection-Relocate,0.00344
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-AirwayModel,1.15976
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-FpAreaCheck,0.00077
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-FpAreaCheck,0.00155
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-FpAreaCheck,1.00620
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-FpAreaCheck,0.00155
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-FpAreaCheck,0.00173
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,Detection-2ModelPredict,294.05139
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,Detection-2ModelGetPbb,2.30038
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,Detection-Concat,0.00068
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-FpAreaCheck,0.00167
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-FpAreaCheck,0.00118
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-FpAreaCheck,0.00161
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,Detection-Dbscan,6.51441
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,Detection-Relocate,0.00306
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,Detection-2ModelPredict,358.30186
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,Detection-2ModelGetPbb,2.75093
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,Detection-Concat,0.00071
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-NoduleSegmentation,19.06162
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-DensityClassification,6.42211
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,PostProcess-MaliClassification,7.91934
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,Detection-Dbscan,1.79356
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,Detection-Relocate,0.00194
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,LungLeaf-FissurePreproc,1.33372
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-AirwayModel,0.68565
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-FpAreaCheck,0.00071
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,PostProcess-AirwayModel,0.98307
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,PostProcess-FpAreaCheck,0.00071
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-FpAreaCheck,0.00156
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,LungLeaf-FissureSegmentation-SlidingWindow,5.63492
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,PostProcess-FpAreaCheck,0.00162
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-FpAreaCheck,0.00188
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Preprocess-Cpp,48.95736
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,PostProcess-FpAreaCheck,0.00167
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-FpAreaCheck,0.00174
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-FpAreaCheck,0.00115
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,PostProcess-FpAreaCheck,0.00120
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,Detection-2ModelPredict,255.13046
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,Detection-2ModelGetPbb,1.72612
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,Detection-Concat,0.00029
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,PostProcess-FpAreaCheck,0.00182
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-FpAreaCheck,0.00159
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,Detection-2ModelPredict,369.85597
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,Detection-2ModelGetPbb,2.88084
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,Detection-Concat,0.00075
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-FpAreaCheck,0.00096
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,PostProcess-NoduleSegmentation,12.02053
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,PostProcess-DensityClassification,4.08419
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,PostProcess-MaliClassification,3.83713
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,LungLeaf-FissurePreproc,1.58562
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-FpAreaCheck,0.00139
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-NoduleSegmentation,17.57849
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-DensityClassification,4.68673
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,PostProcess-MaliClassification,4.58633
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,LungLeaf-FissureSegmentation-PatchPrediction,20.87490
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,LungLeaf-FissureSegmentation-MergeResult,0.11780
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,LungLeaf-FissureSegmentation,1.33372
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,Detection-Dbscan,4.51235
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,Detection-Relocate,0.00240
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,LungLeaf-FissurePreproc,1.66885
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-AirwayModel,0.52588
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-FpAreaCheck,0.00069
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,LungLeaf-FissureSegmentation-SlidingWindow,12.48814
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-FpAreaCheck,0.00120
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,LungLeaf-FissureSegmentation-SlidingWindow,8.96389
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Preprocess-Python,31.11600
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Detection-PrepareLoader,0.00047
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-FpAreaCheck,0.00159
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,LungLeaf-PostProcessingAndDetection,13.00911
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,Detection-Dbscan,15.79680
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,Detection-Relocate,0.00238
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,LungSeg-StageOneLungSegPrediction,0.10579
1.3.12.2.1107.5.1.4.67176.30000016083023492307100066789,LungSeg-LungSegPrediction,0.04646
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-FpAreaCheck,0.00142
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Detection-GeneratePatches,5.64163
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Detection-SplitPatches,0.00033
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-FpAreaCheck,0.00155
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,PostProcess-AirwayModel,1.67598
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,PostProcess-FpAreaCheck,0.00084
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,Detection-2ModelPredict,245.84986
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-FpAreaCheck,0.00152
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,Detection-2ModelGetPbb,1.98487
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,Detection-Concat,0.00058
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,PostProcess-FpAreaCheck,0.00103
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,Detection-Dbscan,1.72388
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,Detection-Relocate,0.00263
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-FpAreaCheck,1.00249
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,PostProcess-FpAreaCheck,0.00090
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-NoduleSegmentation,13.98761
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-DensityClassification,2.13397
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,PostProcess-MaliClassification,4.95448
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,PostProcess-AirwayModel,0.68923
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,PostProcess-FpAreaCheck,0.00058
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,LungLeaf-FissurePreproc,1.81110
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,PostProcess-FpAreaCheck,0.00181
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,PostProcess-FpAreaCheck,0.00149
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,PostProcess-FpAreaCheck,0.00174
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,Detection-2ModelPredict,318.71059
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,PostProcess-FpAreaCheck,0.00320
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,Detection-2ModelGetPbb,2.76081
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,Detection-Concat,0.00058
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,PostProcess-FpAreaCheck,0.00340
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,PostProcess-FpAreaCheck,0.00165
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,LungLeaf-FissureSegmentation-SlidingWindow,9.03797
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,PostProcess-NoduleSegmentation,12.91053
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,PostProcess-DensityClassification,2.55848
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,PostProcess-MaliClassification,3.42384
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,LungLeaf-FissureSegmentation-PatchPrediction,26.90449
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,PostProcess-FpAreaCheck,0.00253
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,LungLeaf-FissureSegmentation-PatchPrediction,27.67416
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,LungLeaf-FissurePreproc,1.50592
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,LungLeaf-FissureSegmentation-MergeResult,0.14612
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,LungLeaf-FissureSegmentation,1.66885
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,LungLeaf-FissureSegmentation-MergeResult,0.18745
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,LungLeaf-FissureSegmentation,1.58562
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,PostProcess-NoduleSegmentation,9.59291
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,PostProcess-DensityClassification,1.50071
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,PostProcess-MaliClassification,2.59050
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,LungLeaf-FissurePreproc,1.35656
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,LungLeaf-FissureSegmentation-SlidingWindow,9.29675
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,LungLeaf-FissureSegmentation-SlidingWindow,6.93149
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,LungLeaf-PostProcessingAndDetection,21.47112
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,LungSeg-StageOneLungSegPrediction,0.14038
1.3.12.2.1107.5.1.4.67176.30000016083023492307100061763,LungSeg-LungSegPrediction,0.05536
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,LungLeaf-FissureSegmentation-PatchPrediction,22.97752
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,LungLeaf-FissureSegmentation-MergeResult,0.22857
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,LungLeaf-FissureSegmentation,1.81110
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,LungLeaf-PostProcessingAndDetection,24.56884
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,LungSeg-StageOneLungSegPrediction,0.09425
1.3.12.2.1107.5.1.4.67176.30000016082200214719700097724,LungSeg-LungSegPrediction,0.03205
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,LungLeaf-FissureSegmentation-PatchPrediction,15.18770
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,LungLeaf-FissureSegmentation-MergeResult,0.20136
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,LungLeaf-FissureSegmentation,1.50592
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,LungLeaf-FissureSegmentation-PatchPrediction,15.87598
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,Detection-Dbscan,7.42936
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,Detection-Relocate,0.00368
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,LungLeaf-FissureSegmentation-MergeResult,0.11888
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,LungLeaf-FissureSegmentation,1.35656
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,PostProcess-AirwayModel,0.32186
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,PostProcess-FpAreaCheck,0.00115
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Preprocess-Cpp,41.57998
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,PostProcess-FpAreaCheck,0.00064
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,PostProcess-NoduleSegmentation,3.49374
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,PostProcess-DensityClassification,0.39853
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,PostProcess-MaliClassification,0.92545
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungLeaf-FissurePreproc,1.94104
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,LungLeaf-PostProcessingAndDetection,13.89515
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,LungSeg-StageOneLungSegPrediction,0.09263
1.3.12.2.1107.5.1.4.67176.30000016091123542209100031602,LungSeg-LungSegPrediction,0.03308
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,LungLeaf-PostProcessingAndDetection,16.70098
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,LungLeaf-PostProcessingAndDetection,20.43794
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,LungSeg-StageOneLungSegPrediction,0.11209
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,LungSeg-LungSegPrediction,0.04826
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,LungSeg-StageOneLungSegPrediction,0.14501
1.3.12.2.1107.5.1.4.67176.30000016090700061428700068780,LungSeg-LungSegPrediction,0.04126
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungLeaf-FissureSegmentation-SlidingWindow,11.78637
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Preprocess-Python,25.67540
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-PrepareLoader,0.00022
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-GeneratePatches,4.84097
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-SplitPatches,0.00053
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Preprocess-Cpp,41.53442
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungLeaf-FissureSegmentation-PatchPrediction,27.36017
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungLeaf-FissureSegmentation-MergeResult,0.24361
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungLeaf-FissureSegmentation,1.94104
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Detection-2ModelPredict,109.50951
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Detection-2ModelGetPbb,2.04792
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Detection-Concat,0.00065
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Preprocess-Cpp,43.18222
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Preprocess-Python,19.21351
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Detection-PrepareLoader,0.00017
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Detection-GeneratePatches,3.66967
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Detection-SplitPatches,0.00023
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Preprocess-Cpp,48.57298
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Preprocess-Cpp,42.89732
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungLeaf-PostProcessingAndDetection,23.56533
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungSeg-StageOneLungSegPrediction,0.07217
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungSeg-LungSegPrediction,0.01220
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Preprocess-Python,22.45414
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-PrepareLoader,0.00036
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Detection-Dbscan,19.75395
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Detection-Relocate,0.00553
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-GeneratePatches,6.91251
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Preprocess-Python,23.39442
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-PrepareLoader,0.00023
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Preprocess-Cpp,45.77587
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-SplitPatches,0.00042
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-GeneratePatches,6.71216
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-SplitPatches,0.00090
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-AirwayModel,0.42679
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00083
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Preprocess-Python,25.57324
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-PrepareLoader,0.00019
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00174
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00151
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-GeneratePatches,5.49468
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-SplitPatches,0.00062
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00122
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00162
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00159
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Preprocess-Python,27.09352
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-PrepareLoader,0.00039
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00151
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-GeneratePatches,7.35528
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,1.00208
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-SplitPatches,0.00075
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00176
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00152
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Preprocess-Cpp,42.82789
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00151
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00237
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00180
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00225
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Preprocess-Python,18.29347
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-PrepareLoader,0.00049
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,1.00276
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-GeneratePatches,5.22843
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-SplitPatches,0.00027
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00158
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00132
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00102
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-NoduleSegmentation,46.82845
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-DensityClassification,12.59145
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-MaliClassification,15.47906
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,LungLeaf-FissurePreproc,2.00237
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,LungLeaf-FissureSegmentation-SlidingWindow,10.74258
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-2ModelPredict,161.96375
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-2ModelGetPbb,1.86867
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-Concat,0.00039
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-Dbscan,1.74381
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-Relocate,0.00326
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-AirwayModel,0.95865
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-FpAreaCheck,0.00061
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-FpAreaCheck,0.00192
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-FpAreaCheck,0.00291
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-NoduleSegmentation,7.72281
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-DensityClassification,3.08192
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-MaliClassification,2.81352
